Location,meter_uid,utility,utility_service_id,utility_service_address,utility_meter_number,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,source,updated,bill_volume,bill_total_unit
Cesar Chavez ES,,ELEC,,"2825 INTERNATIONAL BLVD, OAKLAND",5000046770,HA10SX,6/27/2019,7/29/2019,32,,"29,706",3790.41,,,29706,kwh
Cesar Chavez ES,,ELEC,,"2825 INTERNATIONAL BLVD, OAKLAND",5000046770,HA10SX,5/29/2019,6/27/2019,29,,"30,285",3906.39,,,30285,kwh
Cesar Chavez ES,,ELEC,,"2825 INTERNATIONAL BLVD, OAKLAND",5000046770,HA10SX,4/29/2019,5/29/2019,30,,"37,292",4792.67,,,37292,kwh
Cesar Chavez ES,,ELEC,,"2825 INTERNATIONAL BLVD, OAKLAND",5000046770,HA10SX,3/28/2019,4/29/2019,32,,"40,324",4249.49,,,40324,kwh
Cesar Chavez ES,,ELEC,,"2825 INTERNATIONAL BLVD, OAKLAND",5000046770,HA10SX,2/27/2019,3/28/2019,29,,"36,829",3927.13,,,36829,kwh
Cesar Chavez ES,,ELEC,,"2825 INTERNATIONAL BLVD, OAKLAND",5000046770,HA10SX,1/28/2019,2/27/2019,30,,"39,439",4256.11,,,39439,kwh
Cesar Chavez ES,,ELEC,,"2825 INTERNATIONAL BLVD, OAKLAND",5000046770,HA10SX,12/27/2018,1/28/2019,32,,"38,115",3874.09,,,38115,kwh
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,3/2/2021,3/31/2021,29,,,948.62,,,627,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,1/29/2021,3/2/2021,32,,,3632.25,,,2518,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,12/30/2020,1/29/2021,30,,,1510.17,,,1026,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,12/1/2020,12/30/2020,29,,,3558.78,,,2454,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,10/29/2020,12/1/2020,33,,,648.57,,,426,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,8/28/2020,10/29/2020,62,,,350.09,,,206,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,6/30/2020,8/28/2020,59,,,139.67,,,39,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,6/1/2020,6/30/2020,29,,,168.79,,,115,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,4/30/2020,6/1/2020,32,,,767.52,,,692,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,3/31/2020,4/30/2020,30,,,744.5,,,654,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,3/3/2020,3/31/2020,28,,,846.19,,,609,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,1/31/2020,3/3/2020,32,,,3382.54,,,2522,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,12/31/2019,1/31/2020,31,,,1474.52,,,1061,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,12/3/2019,12/31/2019,28,,,2984.48,,,2377,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,10/31/2019,12/3/2019,33,,,568.41,,,426,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,10/1/2019,10/31/2019,30,,,347.05,,,286,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,8/30/2019,10/1/2019,32,,,417.96,,,366,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,7/31/2019,8/30/2019,30,,,136.18,,,72,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,7/2/2019,7/31/2019,29,,,109.14,,,46,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,5/31/2019,7/2/2019,32,,,185.86,,,124,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,5/1/2019,5/31/2019,30,,,314.54,,,263,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,4/1/2019,5/1/2019,30,,,4227.68,,,3995,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,3/1/2019,4/1/2019,31,,,3906.42,,,3129,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,1/30/2019,3/1/2019,30,,,7970.54,,,6777,therms
Frick MS,,GAS,,"2845 64TH AVE, OAKLAND",61248254,GNR1,12/31/2018,1/30/2019,30,,,9000.99,,,8015,therms
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,3/29/2021,4/28/2021,30,,"21,129",2506.7,,,21129,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,2/28/2021,3/29/2021,29,,"20,179",2466.34,,,20179,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,1/27/2021,2/28/2021,32,,"22,636",2588,,,22636,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,12/28/2020,1/27/2021,30,,"20,289",2329.11,,,20289,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,11/29/2020,12/28/2020,29,,"18,898",1974.91,,,18898,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,10/27/2020,11/29/2020,33,,"18,948",2005.53,,,18948,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,9/27/2020,10/27/2020,30,,"17,238",1863.34,,,17238,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,8/26/2020,9/27/2020,32,,"18,533",2282.82,,,18533,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,7/27/2020,8/26/2020,30,,"18,532",2369.53,,,18532,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,6/28/2020,7/27/2020,29,,"17,946",2309.06,,,17946,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,5/28/2020,6/28/2020,31,,"18,646",2276.09,,,18646,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,4/28/2020,5/28/2020,30,,"15,266",1598.49,,,15266,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,3/29/2020,4/28/2020,30,,"17,018",1723.75,,,17018,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HB19S,2/27/2020,3/29/2020,31,,"26,999",3131.69,,,26999,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,1/28/2020,2/27/2020,30,,"31,143",3720.82,,,31143,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,12/29/2019,1/28/2020,30,,"29,430",3618.57,,,29430,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,11/26/2019,12/29/2019,33,,"28,862",3367.94,,,28862,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,10/28/2019,11/26/2019,29,,"21,137",2444.97,,,21137,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,9/29/2019,10/28/2019,29,,"19,677",2642.01,,,19677,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,8/28/2019,9/29/2019,32,,"21,559",2654.1,,,21559,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,7/29/2019,8/28/2019,30,,"20,477",2576.75,,,20477,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,6/27/2019,7/29/2019,32,,"21,732",2631.59,,,21732,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,5/29/2019,6/27/2019,29,,"20,682",2624.03,,,20682,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,4/29/2019,5/29/2019,30,,"24,713",3081.72,,,24713,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,3/28/2019,4/29/2019,32,,"28,260",2866.33,,,28260,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,2/27/2019,3/28/2019,29,,"28,167",2900.31,,,28167,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,1/28/2019,2/27/2019,30,,"30,108",3087.44,,,30108,kwh
Frick MS,,ELEC,,"2845 64TH AVE, OAKLAND",1009507143,HA10SX,12/27/2018,1/28/2019,32,,"28,509",2922.65,,,28509,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST UNIT B, OAKLAND",1010151423,HA1,8/14/2019,9/10/2019,27,,4,10.19,,,4,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST UNIT B, OAKLAND",1010151423,HA1,7/16/2019,8/14/2019,29,,442,86.83,,,442,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST UNIT B, OAKLAND",1010151423,A1,6/14/2019,7/16/2019,32,,"3,022",535.85,,,3022,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST UNIT B, OAKLAND",1010151423,A1,5/15/2019,6/14/2019,30,,"1,439",260.91,,,1439,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST UNIT B, OAKLAND",1010151423,A1,4/16/2019,5/15/2019,29,,"1,129",193.42,,,1129,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST UNIT B, OAKLAND",1010151423,A1,3/15/2019,4/16/2019,32,,808,132.25,,,808,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST UNIT B, OAKLAND",1010151423,A1,2/13/2019,3/15/2019,30,,"2,654",402.42,,,2654,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST UNIT B, OAKLAND",1010151423,A1,1/14/2019,2/13/2019,30,,"3,319",493.79,,,3319,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST UNIT B, OAKLAND",1010151423,A1,12/13/2018,1/14/2019,32,,"1,758",270.06,,,1758,kwh
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,3/16/2021,4/15/2021,30,,,2518.9,,,1956,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,2/12/2021,3/16/2021,32,,,2550.97,,,1749,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,1/13/2021,2/12/2021,30,,,1737.69,,,1187,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,12/14/2020,1/13/2021,30,,,3007.19,,,2072,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,11/13/2020,12/14/2020,31,,,2661.9,,,1842,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,10/14/2020,11/13/2020,30,,,1585.86,,,1215,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,9/14/2020,10/14/2020,30,,,1097.53,,,887,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,8/13/2020,9/14/2020,32,,,1199.5,,,1021,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,7/14/2020,8/13/2020,30,,,542.89,,,485,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,6/15/2020,7/14/2020,29,,,242.89,,,206,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,5/14/2020,6/15/2020,32,,,277.68,,,220,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,4/15/2020,5/14/2020,29,,,260.47,,,208,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,3/16/2020,4/15/2020,30,,,550.04,,,416,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,2/13/2020,3/16/2020,32,,,694.97,,,474,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,1/14/2020,2/13/2020,30,,,645.83,,,434,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,12/13/2019,1/14/2020,32,,,1545.81,,,1109,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,11/14/2019,12/13/2019,29,,,716.34,,,537,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,10/15/2019,11/14/2019,30,,,1001.42,,,847,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,9/16/2019,10/15/2019,29,,,393.74,,,363,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,8/15/2019,9/16/2019,32,,,268.37,,,240,therms
OUSD Central Kitchen (Foster),,GAS,,"2850 WEST ST, OAKLAND",62328242,GNR1,7/27/2019,8/15/2019,19,,,6.61,,,1,therms
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HB10S,3/15/2021,4/14/2021,30,,"62,297",8833.5,,,62297,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,2/11/2021,3/15/2021,32,,"63,609",8342.39,,,63609,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,1/12/2021,2/11/2021,30,,"65,206",8519.62,,,65206,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,12/13/2020,1/12/2021,30,,"64,713",7861.24,,,64713,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,11/12/2020,12/13/2020,31,,"65,227",7615.98,,,65227,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,10/13/2020,11/12/2020,30,,"60,757",8038.42,,,60757,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,9/13/2020,10/13/2020,30,,"62,455",8921.28,,,62455,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,8/12/2020,9/13/2020,32,,"66,056",9229.64,,,66056,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,7/13/2020,8/12/2020,30,,"58,965",8744.21,,,58965,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,6/14/2020,7/13/2020,29,,"57,828",8376.75,,,57828,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,5/13/2020,6/14/2020,32,,"56,948",8699.22,,,56948,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,4/14/2020,5/13/2020,29,,"59,447",7657.56,,,59447,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,3/15/2020,4/14/2020,30,,"55,425",7065.21,,,55425,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,2/12/2020,3/15/2020,32,,"51,805",6160.16,,,51805,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,1/13/2020,2/12/2020,30,,"46,591",5693.26,,,46591,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,12/12/2019,1/13/2020,32,,"62,067",6881.34,,,62067,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,11/13/2019,12/12/2019,29,,"51,479",5962.61,,,51479,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,10/14/2019,11/13/2019,30,,"47,593",6391.53,,,47593,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,9/15/2019,10/14/2019,29,,"20,423",3370.15,,,20423,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,8/14/2019,9/15/2019,32,,"17,581",2521.98,,,17581,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,7/15/2019,8/14/2019,30,,"10,329",1708.54,,,10329,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,6/13/2019,7/15/2019,32,,706,274.34,,,706,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,5/14/2019,6/13/2019,30,,0,148.34,,,0,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,4/15/2019,5/14/2019,29,,0,143.38,,,0,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010259326,HA10SX,3/15/2019,4/15/2019,31,,0,158.23,,,0,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010159487,A1,5/15/2019,6/12/2019,28,,0,9.89,,,0,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010159487,A1,4/16/2019,5/15/2019,29,,333,64.29,,,333,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010159487,A1,3/15/2019,4/16/2019,32,,"2,257",349.14,,,2257,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010159487,A1,2/13/2019,3/15/2019,30,,"4,051",608.66,,,4051,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010159487,A1,1/14/2019,2/13/2019,30,,"4,267",631.82,,,4267,kwh
OUSD Central Kitchen (Foster),,ELEC,,"2850 WEST ST, OAKLAND",1010159487,A1,12/13/2018,1/14/2019,32,,"3,716",558.25,,,3716,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,3/30/2021,4/29/2021,30,,"9,327",26.49,,,9327,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,3/1/2021,3/30/2021,29,,"2,669",25.61,,,2669,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,1/28/2021,3/1/2021,32,,"4,048",28.25,,,4048,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,12/29/2020,1/28/2021,30,,"9,288",26.49,,,9288,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,11/30/2020,12/29/2020,29,,"8,140",25.61,,,8140,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,10/28/2020,11/30/2020,33,,"4,651",29.13,,,4651,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,9/28/2020,10/28/2020,30,,-220,26.49,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,8/27/2020,9/28/2020,32,,"-4,012",28.25,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,7/28/2020,8/27/2020,30,,"-11,835",26.49,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,6/29/2020,7/28/2020,29,,"-17,951",5695.42,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,5/31/2020,6/29/2020,29,,"-16,304",25.61,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,4/29/2020,5/31/2020,32,,"-13,887",28.25,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,3/30/2020,4/29/2020,30,,"-2,055",26.49,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,3/1/2020,3/30/2020,29,,"10,127",25.61,,,10127,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,1/29/2020,3/1/2020,32,,"16,247",28.25,,,16247,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,12/30/2019,1/29/2020,30,,"22,718",26.49,,,22718,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,12/1/2019,12/30/2019,29,,"23,914",25.61,,,23914,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,10/29/2019,12/1/2019,33,,"20,824",28.78,,,20824,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,9/30/2019,10/29/2019,29,,"12,897",20.49,,,12897,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,8/29/2019,9/30/2019,32,,"9,834",22.61,,,9834,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,7/30/2019,8/29/2019,30,,"-3,449",21.19,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,6/30/2019,7/30/2019,30,,"-10,590",-350.84,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,5/30/2019,6/30/2019,31,,"-4,345",17498.32,,,0,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,4/30/2019,5/30/2019,30,,"4,520",397.75,,,4520,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,3/31/2019,4/30/2019,30,,"2,366",21.19,,,2366,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,2/28/2019,3/31/2019,31,,"12,664",21.9,,,12664,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,1/29/2019,2/28/2019,30,,"18,453",21.19,,,18453,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820408,A6,12/30/2018,1/29/2019,30,,"19,432",21.2,,,19432,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,3/29/2021,4/28/2021,30,,"1,889",380.27,,,1889,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,2/28/2021,3/29/2021,29,,"1,198",249.46,,,1198,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,1/27/2021,2/28/2021,32,,"1,049",212.81,,,1049,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,12/28/2020,1/27/2021,30,,"1,115",221.27,,,1115,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,11/29/2020,12/28/2020,29,,"1,232",226.9,,,1232,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,10/27/2020,11/29/2020,33,,"1,432",263.17,,,1432,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,9/27/2020,10/27/2020,30,,866,168.05,,,866,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,8/26/2020,9/27/2020,32,,"1,578",300.47,,,1578,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,7/27/2020,8/26/2020,30,,"1,705",321.77,,,1705,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,6/28/2020,7/27/2020,29,,"1,696",320.63,,,1696,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,5/28/2020,6/28/2020,31,,"2,450",452.87,,,2450,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,4/28/2020,5/28/2020,30,,"1,203",221.27,,,1203,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,3/29/2020,4/28/2020,30,,"1,327",228.6,,,1327,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HB6,2/27/2020,3/29/2020,31,,"2,545",416.12,,,2545,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,1/28/2020,2/27/2020,30,,"3,534",549.28,,,3534,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,12/29/2019,1/28/2020,30,,"3,232",504.15,,,3232,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,11/26/2019,12/29/2019,33,,"2,978",456.46,,,2978,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,10/28/2019,11/26/2019,29,,"3,137",484.57,,,3137,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,9/29/2019,10/28/2019,29,,"3,423",587.05,,,3423,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,8/28/2019,9/29/2019,32,,"5,328",879.52,,,5328,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,7/29/2019,8/28/2019,30,,"3,990",662.58,,,3990,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,6/27/2019,7/29/2019,32,,"3,130",525.59,,,3130,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,5/29/2019,6/27/2019,29,,"1,820",313.59,,,1820,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,4/29/2019,5/29/2019,30,,"3,557",592.51,,,3557,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,3/28/2019,4/29/2019,32,,"3,749",543.01,,,3749,kwh
Bret Hart MS,,ELEC,,"2874 FLORIDA ST, OAKLAND",1008820405,HA1X,2/27/2019,3/28/2019,29,,"2,862",417.39,,,2862,kwh
